timestamp,user,device,ip_address,alert_type,severity,source,root_cause,incident_id
2026-08-27 20:25:53,david.d,WIN10-413,10.9.121.192,login_anomaly,low,SIEM,benign,BENIGN-00399
2026-08-03 21:57:21,fatima.d,WIN10-413,10.26.44.224,malware_detected,high,EDR,benign,BENIGN-00148
2026-08-24 23:29:56,carlos.x,WIN10-610,61.178.54.117,credential_dump,low,EDR,benign,BENIGN-00609
2026-08-20 12:21:08,jennifer.l,LNX-APP-564,10.17.243.155,malware_detected,low,EDR,benign,BENIGN-00560
2026-08-15 20:27:30,john.c,SRV-FILE-101,10.3.138.44,phishing_email,low,Email Gateway,benign,BENIGN-00621
2026-08-10 11:03:21,elena.m,SRV-FILE-556,10.28.67.185,data_access,low,DLP,benign,BENIGN-00661
2026-08-07 07:41:53,karen.l,LNX-APP-241,10.11.84.173,privilege_escalation,critical,AD,insider,INC-S-00100
2026-08-10 19:17:49,david.y,SRV-DB-515,10.8.49.30,privilege_escalation,medium,EDR,benign,BENIGN-00195
2026-08-21 15:12:56,mei.h,SRV-DB-714,141.100.115.162,powershell_exec,low,EDR,benign,BENIGN-00189
2026-08-06 15:27:51,linda.v,SRV-DB-885,203.159.112.196,phishing_email,medium,Email Gateway,benign,BENIGN-00646
2026-08-14 17:01:05,david.y,SRV-WEB-678,10.0.74.250,outbound_connection,low,Proxy,benign,BENIGN-00544
2026-08-17 06:06:48,william.q,SRV-WEB-678,10.2.66.168,powershell_exec,low,EDR,benign,BENIGN-00154
2026-08-17 03:30:50,jennifer.l,WIN10-599,10.9.116.154,powershell_exec,medium,EDR,benign,BENIGN-00495
2026-08-10 16:39:40,carlos.i,LNX-APP-544,10.15.173.7,login_anomaly,low,SIEM,benign,BENIGN-00502
2026-08-19 22:35:54,yusuf.w,MACOS-686,10.13.28.31,phishing_email,medium,Email Gateway,benign,BENIGN-00610
2026-08-15 08:48:14,fatima.l,WIN10-635,10.8.112.20,outbound_connection,high,Proxy,phishing,INC-0010
2026-08-16 12:54:44,robert.u,WIN11-231,185.234.66.3,data_access,low,SIEM,benign,BENIGN-00676
2026-08-17 10:19:56,susan.k,WIN11-059,10.2.200.182,credential_dump,medium,EDR,benign,BENIGN-00180
2026-08-24 19:22:40,mei.d,WIN10-594,10.21.138.147,powershell_exec,medium,EDR,benign,BENIGN-00507
2026-08-25 15:00:41,john.y,WIN11-195,10.12.108.48,outbound_connection,medium,Firewall,benign,BENIGN-00021
2026-08-13 09:33:25,mei.d,LNX-APP-544,10.9.198.205,data_access,medium,SIEM,insider,INC-0030
2026-08-20 19:05:10,linda.e,SRV-FILE-554,10.20.65.225,data_access,high,DLP,benign,BENIGN-00319
2026-08-17 17:34:11,john.g,WIN10-430,45.11.251.167,phishing_email,low,Email Gateway,benign,BENIGN-00208
2026-08-19 11:43:40,william.q,SRV-FILE-598,10.12.245.107,privilege_escalation,medium,EDR,benign,BENIGN-00583
2026-08-25 18:17:23,jennifer.l,SRV-DB-363,10.8.171.221,phishing_email,medium,Email Gateway,benign,BENIGN-00018
2026-08-13 16:27:25,mei.d,LNX-APP-544,10.26.231.232,outbound_connection,medium,Proxy,insider,INC-0030
2026-08-29 16:50:29,robert.u,MACOS-223,10.17.122.150,phishing_email,high,Email Gateway,benign,BENIGN-00171
2026-08-15 07:16:27,priya.i,LNX-APP-544,118.111.216.105,outbound_connection,low,Proxy,benign,BENIGN-00641
2026-08-29 00:13:12,yusuf.z,SRV-FILE-598,10.15.62.117,credential_dump,critical,EDR,compromised_account,INC-0025
2026-08-18 14:30:40,thomas.p,WIN10-235,203.134.195.249,privilege_escalation,low,AD,benign,BENIGN-00484
2026-08-28 17:54:52,richard.u,MACOS-223,10.28.10.36,phishing_email,low,Email Gateway,benign,BENIGN-00465
2026-08-05 01:42:40,fatima.h,SRV-FILE-647,10.8.126.38,powershell_exec,medium,EDR,malware,INC-S-00167
2026-08-23 13:31:02,mary.h,SRV-WEB-460,10.7.20.118,data_access,high,SIEM,benign,BENIGN-00158
2026-08-09 00:05:00,jessica.r,SRV-WEB-136,10.17.240.94,credential_dump,high,EDR,compromised_account,INC-S-00097
2026-08-05 13:39:06,richard.i,SRV-FILE-803,10.14.80.238,powershell_exec,high,EDR,phishing,INC-0001
2026-08-18 02:14:29,karen.l,WIN10-347,10.15.146.188,login_anomaly,low,SIEM,benign,BENIGN-00391
2026-08-28 05:48:02,elizabeth.h,WIN10-949,10.12.173.230,outbound_connection,high,Proxy,malware,INC-S-00158
2026-08-25 16:26:46,karen.u,SRV-WEB-609,10.18.185.157,login_anomaly,low,AD,benign,BENIGN-00579
2026-08-29 03:39:12,yusuf.z,SRV-FILE-598,10.15.62.117,data_access,medium,SIEM,compromised_account,INC-0025
2026-08-11 08:32:30,sofia.a,WIN10-255,10.5.248.55,powershell_exec,low,EDR,benign,BENIGN-00106
2026-08-18 03:51:48,robert.u,LNX-APP-016,61.99.228.177,credential_dump,medium,EDR,benign,BENIGN-00446
2026-08-15 22:00:57,arjun.c,WIN10-675,10.23.70.138,login_anomaly,low,SIEM,insider,INC-S-00150
2026-08-19 11:34:28,robert.v,WIN11-059,10.15.116.131,malware_detected,low,EDR,benign,BENIGN-00056
2026-08-02 17:51:53,elena.r,SRV-WEB-083,10.9.244.233,credential_dump,high,EDR,malware,INC-S-00140
2026-08-20 02:08:09,jennifer.z,WIN10-235,103.225.187.24,phishing_email,high,Email Gateway,benign,BENIGN-00150
2026-08-17 13:50:18,william.e,SRV-DB-714,10.23.113.199,powershell_exec,low,EDR,benign,BENIGN-00113
2026-08-06 01:03:54,patricia.v,SRV-FILE-348,10.17.2.29,powershell_exec,medium,EDR,compromised_account,INC-0003
2026-08-26 05:25:41,fatima.l,SRV-FILE-056,10.0.188.48,outbound_connection,high,Firewall,phishing,INC-S-00076
2026-08-04 21:50:29,wei.c,SRV-FILE-647,10.16.28.188,data_access,high,SIEM,benign,BENIGN-00601
2026-08-04 14:32:16,fatima.d,WIN11-097,10.27.30.121,phishing_email,high,Email Gateway,benign,BENIGN-00130
2026-08-24 06:35:48,john.c,WIN10-949,10.7.193.87,credential_dump,medium,EDR,benign,BENIGN-00237
2026-08-16 12:12:32,david.g,WIN10-881,10.12.169.49,data_access,medium,DLP,benign,BENIGN-00416
2026-08-14 09:33:02,karen.i,SRV-FILE-958,10.30.212.108,login_anomaly,low,SIEM,insider,INC-0013
2026-08-02 00:20:03,michael.w,SRV-DB-249,10.11.61.168,data_access,critical,DLP,benign,BENIGN-00232
2026-08-25 00:33:42,richard.i,SRV-FILE-101,10.11.244.40,privilege_escalation,high,EDR,insider,INC-S-00021
2026-08-04 14:27:40,karen.u,SRV-FILE-556,10.10.215.116,privilege_escalation,high,EDR,benign,BENIGN-00022
2026-08-05 10:44:04,linda.b,SRV-WEB-536,10.15.163.153,data_access,medium,DLP,benign,BENIGN-00047
2026-08-08 16:54:32,priya.n,SRV-DB-123,10.21.204.52,data_access,low,DLP,benign,BENIGN-00322
2026-08-06 09:14:16,carlos.u,WIN10-413,10.30.69.129,outbound_connection,medium,Proxy,phishing,INC-0022
2026-08-27 22:54:55,joseph.q,WIN10-594,10.14.235.33,privilege_escalation,critical,EDR,insider,INC-0012
2026-08-08 21:03:47,carlos.q,SRV-FILE-598,10.30.21.30,credential_dump,low,EDR,benign,BENIGN-00012
2026-08-05 05:03:14,john.s,SRV-DB-515,10.6.193.53,malware_detected,low,EDR,benign,BENIGN-00328
2026-08-06 03:51:21,mei.d,LNX-APP-564,10.22.170.25,malware_detected,medium,EDR,benign,BENIGN-00103
2026-08-18 05:54:10,thomas.p,SRV-FILE-101,10.20.24.116,data_access,low,SIEM,benign,BENIGN-00252
2026-08-02 02:05:39,john.c,SRV-FILE-670,10.9.32.46,privilege_escalation,high,AD,benign,BENIGN-00089
2026-08-15 01:41:57,mei.h,WIN10-599,10.7.182.129,login_anomaly,low,SIEM,benign,BENIGN-00387
2026-08-30 18:55:06,karen.c,WIN10-454,78.67.44.176,phishing_email,high,Email Gateway,benign,BENIGN-00538
2026-08-23 09:56:12,jennifer.l,SRV-DB-363,10.8.136.82,data_access,medium,SIEM,benign,BENIGN-00363
2026-08-15 09:30:47,ahmed.c,SRV-FILE-647,91.220.80.6,malware_detected,high,EDR,benign,BENIGN-00298
2026-08-28 05:45:41,james.c,WIN10-599,10.8.138.88,data_access,medium,DLP,benign,BENIGN-00504
2026-08-17 18:59:27,charles.i,SRV-FILE-670,78.16.157.247,powershell_exec,low,EDR,benign,BENIGN-00622
2026-08-18 16:26:03,fatima.d,MACOS-223,10.19.53.184,login_anomaly,medium,SIEM,phishing,INC-0002
2026-08-24 01:29:02,jennifer.r,SRV-WEB-244,10.26.57.217,credential_dump,low,EDR,benign,BENIGN-00161
2026-08-06 01:47:05,priya.i,LNX-APP-485,172.201.5.15,privilege_escalation,low,AD,benign,BENIGN-00525
2026-08-26 06:24:39,david.g,WIN11-286,10.19.46.184,data_access,medium,DLP,benign,BENIGN-00429
2026-08-03 04:47:02,yusuf.w,MACOS-223,10.17.185.73,outbound_connection,high,Proxy,benign,BENIGN-00184
2026-08-03 00:27:33,elena.m,LNX-APP-241,10.8.233.26,privilege_escalation,high,EDR,benign,BENIGN-00662
2026-08-28 14:14:23,john.s,WIN11-231,10.23.131.77,privilege_escalation,high,EDR,benign,BENIGN-00169
2026-08-02 02:51:01,linda.b,WIN10-928,10.7.6.203,malware_detected,low,EDR,benign,BENIGN-00474
2026-08-06 00:21:16,carlos.u,WIN10-413,10.17.126.113,login_anomaly,low,SIEM,phishing,INC-0022
2026-08-13 17:58:29,thomas.p,SRV-WEB-678,10.4.162.78,powershell_exec,low,EDR,benign,BENIGN-00006
2026-08-04 11:56:19,jennifer.z,WIN10-073,10.27.234.185,credential_dump,critical,EDR,compromised_account,INC-S-00023
2026-08-10 23:41:12,yusuf.w,WIN10-603,172.94.178.151,data_access,low,DLP,benign,BENIGN-00492
2026-08-04 18:49:36,arjun.p,SRV-WEB-236,10.19.111.71,privilege_escalation,high,AD,phishing,INC-S-00072
2026-08-18 02:14:34,richard.u,SRV-DB-714,10.6.61.124,data_access,high,SIEM,benign,BENIGN-00658
2026-08-23 08:37:29,jennifer.i,WIN10-594,10.4.142.219,privilege_escalation,low,EDR,benign,BENIGN-00552
2026-08-06 09:05:12,fatima.h,SRV-DB-003,10.23.2.60,malware_detected,low,EDR,benign,BENIGN-00271
2026-08-15 04:44:43,patricia.l,SRV-DB-885,10.25.232.157,outbound_connection,low,Proxy,benign,BENIGN-00268
2026-08-11 03:31:16,jennifer.r,SRV-DB-220,10.4.128.57,outbound_connection,medium,Firewall,benign,BENIGN-00482
2026-08-25 05:09:40,carlos.q,LNX-APP-191,10.30.13.65,malware_detected,high,EDR,malware,INC-0019
2026-08-06 16:47:36,carlos.u,SRV-FILE-499,10.14.63.37,credential_dump,high,EDR,malware,INC-S-00091
2026-08-30 09:42:53,ahmed.c,WIN10-675,10.17.239.111,credential_dump,medium,EDR,benign,BENIGN-00166
2026-08-23 19:58:38,mei.o,WIN10-881,10.23.229.11,outbound_connection,medium,Proxy,insider,INC-S-00042
2026-08-29 18:44:30,mei.h,WIN11-171,10.20.131.11,privilege_escalation,low,EDR,benign,BENIGN-00214
2026-08-27 05:35:07,yusuf.r,WIN11-059,10.20.250.183,privilege_escalation,critical,AD,benign,BENIGN-00596
2026-08-07 09:13:53,arjun.c,SRV-DB-124,10.29.36.199,login_anomaly,high,SIEM,benign,BENIGN-00086
2026-08-14 01:49:46,sarah.a,SRV-DB-714,10.6.49.135,powershell_exec,medium,EDR,benign,BENIGN-00292
2026-08-20 20:45:00,carlos.q,WIN10-594,10.1.146.165,data_access,medium,SIEM,benign,BENIGN-00288
2026-08-23 05:55:34,john.c,SRV-DB-219,203.208.231.43,outbound_connection,medium,Proxy,malware,INC-S-00051
2026-08-27 23:55:09,mary.h,LNX-APP-564,10.26.133.108,data_access,medium,SIEM,benign,BENIGN-00104
2026-08-15 18:16:49,susan.g,WIN11-171,10.29.228.79,privilege_escalation,low,AD,benign,BENIGN-00612
2026-08-11 19:11:32,fatima.u,SRV-FILE-556,10.25.160.151,powershell_exec,medium,EDR,phishing,INC-0021
2026-08-24 16:33:46,susan.g,LNX-APP-804,10.21.121.178,data_access,medium,SIEM,benign,BENIGN-00656
2026-08-06 12:28:28,jennifer.r,SRV-DB-249,78.188.19.141,powershell_exec,low,EDR,benign,BENIGN-00096
2026-08-02 10:21:59,fatima.h,SRV-WEB-678,10.27.199.248,data_access,medium,DLP,benign,BENIGN-00120
2026-08-14 10:44:02,karen.i,SRV-FILE-958,10.30.212.108,privilege_escalation,high,EDR,insider,INC-0013
2026-08-26 16:35:11,elena.m,SRV-DB-885,10.18.60.127,login_anomaly,medium,SIEM,benign,BENIGN-00624
2026-08-11 16:39:51,linda.e,WIN10-675,10.13.247.42,privilege_escalation,high,AD,phishing,INC-S-00054
2026-08-27 17:18:22,william.q,SRV-DB-293,10.27.174.98,credential_dump,low,EDR,benign,BENIGN-00131
2026-08-15 17:40:49,carlos.x,WIN10-169,203.56.254.211,outbound_connection,medium,Firewall,benign,BENIGN-00543
2026-08-23 17:41:53,priya.x,WIN10-766,10.24.127.161,credential_dump,high,EDR,compromised_account,INC-0024
2026-08-19 02:00:29,karen.u,SRV-WEB-591,10.0.88.176,phishing_email,low,Email Gateway,benign,BENIGN-00318
2026-08-29 10:32:31,karen.l,SRV-FILE-598,203.171.37.205,malware_detected,medium,EDR,benign,BENIGN-00464
2026-08-03 11:36:30,jessica.r,WIN10-413,10.20.236.32,malware_detected,low,EDR,benign,BENIGN-00117
2026-08-25 08:36:39,carlos.u,WIN10-881,10.27.11.107,login_anomaly,medium,SIEM,benign,BENIGN-00613
2026-08-21 16:25:48,jennifer.r,SRV-FILE-598,91.45.156.220,outbound_connection,high,Proxy,compromised_account,INC-S-00116
2026-08-11 10:47:22,jessica.a,SRV-WEB-609,141.14.145.144,outbound_connection,high,Proxy,phishing,INC-S-00095
2026-08-11 00:36:53,james.x,SRV-FILE-101,91.81.30.191,phishing_email,low,Email Gateway,phishing,INC-0018
2026-08-09 14:50:00,wei.g,WIN10-928,203.14.2.165,privilege_escalation,medium,AD,benign,BENIGN-00156
2026-08-21 10:43:26,elena.r,WIN10-052,10.11.93.219,outbound_connection,low,Firewall,benign,BENIGN-00248
2026-08-24 07:27:04,susan.g,SRV-WEB-136,45.12.25.161,credential_dump,low,EDR,benign,BENIGN-00036
2026-08-29 16:33:10,carlos.e,WIN10-052,10.12.224.97,data_access,low,DLP,benign,BENIGN-00539
2026-08-09 12:40:08,carlos.f,LNX-APP-485,10.14.173.58,outbound_connection,high,Firewall,benign,BENIGN-00565
2026-08-11 23:14:44,robert.u,WIN10-169,10.23.188.172,credential_dump,critical,EDR,malware,INC-0006
2026-08-13 18:48:54,john.g,LNX-APP-883,10.23.230.144,privilege_escalation,high,AD,phishing,INC-S-00166
2026-08-15 15:21:20,linda.e,LNX-APP-870,103.65.33.158,privilege_escalation,low,AD,benign,BENIGN-00394
2026-08-04 06:43:03,jessica.a,WIN10-635,10.28.184.58,credential_dump,low,EDR,benign,BENIGN-00642
2026-08-28 02:40:55,joseph.q,WIN10-594,141.186.42.216,outbound_connection,medium,Proxy,insider,INC-0012
2026-08-22 21:41:36,fatima.h,LNX-APP-883,10.23.108.21,data_access,medium,SIEM,phishing,INC-S-00070
2026-08-25 07:04:17,charles.i,LNX-APP-411,10.26.181.169,phishing_email,medium,Email Gateway,benign,BENIGN-00558
2026-08-21 05:08:59,jennifer.l,LNX-APP-191,10.8.149.31,outbound_connection,medium,Firewall,benign,BENIGN-00278
2026-08-28 17:04:27,michael.h,SRV-DB-885,10.6.96.197,phishing_email,high,Email Gateway,benign,BENIGN-00296
2026-08-18 15:44:09,mary.h,SRV-FILE-348,10.15.245.157,privilege_escalation,low,AD,benign,BENIGN-00247
2026-08-02 09:24:56,karen.l,SRV-FILE-670,10.9.94.249,privilege_escalation,medium,EDR,benign,BENIGN-00654
2026-08-04 17:46:04,john.c,MACOS-059,10.11.105.90,phishing_email,medium,Email Gateway,benign,BENIGN-00510
2026-08-03 22:04:33,fatima.h,SRV-WEB-460,10.21.154.155,malware_detected,high,EDR,malware,INC-S-00139
2026-08-03 12:08:26,fatima.u,WIN10-610,91.173.79.58,outbound_connection,medium,Firewall,malware,INC-0008
2026-08-03 17:35:28,karen.u,LNX-APP-883,172.189.48.36,phishing_email,low,Email Gateway,benign,BENIGN-00417
2026-08-24 03:38:07,karen.i,WIN10-413,10.23.23.74,credential_dump,low,EDR,benign,BENIGN-00690
2026-08-21 00:39:49,priya.x,SRV-DB-124,10.29.89.80,data_access,medium,DLP,compromised_account,INC-S-00047
2026-08-22 04:18:32,jennifer.o,LNX-APP-191,10.27.182.111,login_anomaly,high,SIEM,benign,BENIGN-00578
2026-08-04 08:11:51,michael.e,LNX-APP-544,10.20.214.6,login_anomaly,medium,SIEM,benign,BENIGN-00141
2026-08-20 12:10:20,richard.v,WIN10-675,10.30.205.124,login_anomaly,low,AD,benign,BENIGN-00221
2026-08-13 19:55:13,linda.y,WIN10-413,10.13.61.159,malware_detected,medium,EDR,benign,BENIGN-00373
2026-08-18 09:43:15,carlos.u,SRV-WEB-591,10.26.200.49,data_access,low,SIEM,benign,BENIGN-00164
2026-08-25 16:23:28,karen.i,SRV-WEB-253,203.234.123.169,outbound_connection,medium,Firewall,malware,INC-S-00149
2026-08-06 02:26:54,patricia.v,SRV-FILE-348,10.17.2.29,credential_dump,critical,EDR,compromised_account,INC-0003
2026-08-30 23:40:44,john.c,WIN10-610,61.232.80.125,data_access,medium,DLP,benign,BENIGN-00316
2026-08-20 01:13:44,william.e,SRV-FILE-554,10.11.64.22,privilege_escalation,medium,EDR,benign,BENIGN-00038
2026-08-08 07:35:42,joseph.q,MACOS-059,10.23.189.96,login_anomaly,low,SIEM,compromised_account,INC-S-00022
2026-08-15 23:51:36,karen.k,MACOS-223,10.15.195.93,powershell_exec,medium,EDR,benign,BENIGN-00494
2026-08-21 10:42:40,ahmed.l,LNX-APP-564,10.7.33.51,powershell_exec,low,EDR,benign,BENIGN-00073
2026-08-16 21:16:35,david.g,SRV-WEB-253,10.15.64.254,credential_dump,medium,EDR,benign,BENIGN-00226
2026-08-27 08:48:13,elena.a,LNX-APP-016,10.25.1.148,malware_detected,low,EDR,benign,BENIGN-00223
2026-08-24 02:30:46,elena.a,LNX-APP-804,10.9.28.164,outbound_connection,medium,Proxy,benign,BENIGN-00269
2026-08-12 08:22:00,sofia.k,WIN10-692,10.20.16.54,privilege_escalation,high,AD,benign,BENIGN-00186
2026-08-15 04:02:17,elena.u,SRV-FILE-958,10.29.184.82,outbound_connection,high,Proxy,benign,BENIGN-00059
2026-08-18 07:59:22,john.s,SRV-DB-219,10.12.166.21,privilege_escalation,critical,EDR,insider,INC-0027
2026-08-11 02:02:47,arjun.d,SRV-WEB-460,10.5.90.55,credential_dump,low,EDR,benign,BENIGN-00076
2026-08-11 06:50:44,karen.c,WIN10-692,185.196.139.97,phishing_email,low,Email Gateway,phishing,INC-0026
2026-08-21 01:49:21,priya.x,SRV-DB-003,10.8.217.81,outbound_connection,medium,Proxy,benign,BENIGN-00067
2026-08-25 08:02:40,carlos.q,LNX-APP-191,10.30.13.65,privilege_escalation,high,AD,malware,INC-0019
2026-08-07 03:47:22,carlos.q,SRV-DB-124,10.13.55.158,credential_dump,high,EDR,benign,BENIGN-00410
2026-08-07 11:06:23,susan.b,WIN10-169,10.29.147.23,malware_detected,medium,EDR,benign,BENIGN-00308
2026-08-24 23:18:04,david.d,SRV-WEB-591,10.2.239.225,data_access,medium,DLP,benign,BENIGN-00259
2026-08-28 20:23:52,wei.v,SRV-FILE-556,10.9.83.23,credential_dump,medium,EDR,benign,BENIGN-00061
2026-08-15 08:24:59,jennifer.l,WIN11-231,10.4.16.33,login_anomaly,medium,SIEM,compromised_account,INC-S-00018
2026-08-12 00:33:57,linda.y,WIN10-052,10.2.99.245,privilege_escalation,low,EDR,benign,BENIGN-00687
2026-08-27 04:28:10,mary.h,LNX-APP-883,10.2.75.114,malware_detected,low,EDR,benign,BENIGN-00671
2026-08-04 16:59:59,barbara.g,SRV-FILE-647,10.13.16.27,credential_dump,medium,EDR,benign,BENIGN-00648
2026-08-15 06:21:42,linda.y,SRV-WEB-591,10.21.195.3,powershell_exec,low,EDR,benign,BENIGN-00698
2026-08-04 00:43:51,richard.u,SRV-FILE-958,91.110.103.199,credential_dump,medium,EDR,benign,BENIGN-00329
2026-08-24 12:30:48,james.c,WIN10-949,10.23.159.63,data_access,low,SIEM,benign,BENIGN-00062
2026-08-14 20:50:01,mei.p,WIN10-347,10.14.159.207,phishing_email,low,Email Gateway,benign,BENIGN-00570
2026-08-14 04:37:16,thomas.t,WIN11-171,10.8.225.116,privilege_escalation,critical,EDR,insider,INC-0016
2026-08-02 07:40:29,wei.j,SRV-DB-363,10.13.196.197,powershell_exec,low,EDR,benign,BENIGN-00591
2026-08-30 03:13:39,susan.g,SRV-DB-421,10.22.214.228,malware_detected,low,EDR,benign,BENIGN-00619
2026-08-07 09:27:05,carlos.x,LNX-APP-417,10.1.71.35,phishing_email,high,Email Gateway,benign,BENIGN-00438
2026-08-12 01:58:50,robert.u,SRV-WEB-678,10.1.140.128,phishing_email,medium,Email Gateway,benign,BENIGN-00145
2026-08-21 10:58:17,susan.k,SRV-WEB-460,10.19.122.150,outbound_connection,medium,Proxy,benign,BENIGN-00007
2026-08-14 23:37:39,charles.n,SRV-WEB-136,10.10.167.75,powershell_exec,medium,EDR,benign,BENIGN-00256
2026-08-04 05:30:37,linda.e,LNX-APP-544,10.25.132.252,powershell_exec,critical,EDR,benign,BENIGN-00060
2026-08-21 12:02:14,david.g,SRV-FILE-554,10.19.155.175,login_anomaly,low,SIEM,benign,BENIGN-00111
2026-08-19 06:08:16,carlos.i,WIN10-413,10.18.208.65,outbound_connection,low,Firewall,benign,BENIGN-00568
2026-08-15 03:40:44,richard.u,WIN10-430,10.6.36.164,outbound_connection,medium,Proxy,benign,BENIGN-00428
2026-08-15 14:18:31,susan.k,SRV-DB-219,10.1.161.204,malware_detected,high,EDR,benign,BENIGN-00666
2026-08-13 13:12:36,elizabeth.u,SRV-DB-256,45.34.3.92,outbound_connection,high,Firewall,malware,INC-S-00014
2026-08-03 16:57:29,joseph.u,SRV-DB-003,10.26.43.8,malware_detected,medium,EDR,benign,BENIGN-00261
2026-08-11 09:09:53,james.x,SRV-FILE-101,91.81.30.191,outbound_connection,medium,Proxy,phishing,INC-0018
2026-08-09 04:10:15,linda.x,WIN11-433,10.24.215.98,data_access,medium,DLP,insider,INC-S-00102
2026-08-12 11:21:30,sofia.k,LNX-APP-870,10.2.3.68,credential_dump,low,EDR,benign,BENIGN-00049
2026-08-29 09:00:13,karen.i,SRV-DB-003,10.16.106.117,login_anomaly,low,SIEM,insider,INC-S-00124
2026-08-03 20:52:09,john.m,WIN11-286,203.153.137.135,phishing_email,medium,Email Gateway,benign,BENIGN-00330
2026-08-29 08:45:54,david.d,LNX-APP-417,10.19.191.78,malware_detected,low,EDR,benign,BENIGN-00392
2026-08-14 13:21:37,david.g,WIN10-430,10.11.88.42,credential_dump,medium,EDR,benign,BENIGN-00118
2026-08-11 07:54:53,james.x,SRV-FILE-101,10.17.243.196,data_access,medium,DLP,phishing,INC-0018
2026-08-07 09:11:44,john.y,SRV-FILE-499,185.30.88.111,outbound_connection,high,Proxy,insider,INC-S-00030
2026-08-17 18:42:35,robert.u,SRV-DB-123,10.16.53.144,login_anomaly,medium,SIEM,insider,INC-S-00104
2026-08-29 10:12:20,susan.g,SRV-WEB-678,45.214.133.77,credential_dump,medium,EDR,benign,BENIGN-00354
2026-08-23 03:49:09,john.c,SRV-DB-515,10.18.124.14,data_access,low,SIEM,benign,BENIGN-00436
2026-08-17 16:51:32,susan.b,WIN11-097,185.35.100.106,privilege_escalation,medium,EDR,benign,BENIGN-00334
2026-08-31 12:34:57,carlos.x,WIN10-430,10.24.94.43,login_anomaly,low,AD,compromised_account,INC-0014
2026-08-18 02:31:22,john.s,SRV-DB-219,10.12.166.21,login_anomaly,medium,SIEM,insider,INC-0027
2026-08-25 05:11:43,john.r,SRV-WEB-609,103.214.98.177,powershell_exec,medium,EDR,benign,BENIGN-00151
2026-08-15 22:42:58,linda.v,WIN10-692,10.26.67.64,phishing_email,low,Email Gateway,benign,BENIGN-00239
2026-08-08 07:34:08,jennifer.i,WIN11-059,10.5.63.133,malware_detected,high,EDR,benign,BENIGN-00537
2026-08-22 05:03:11,priya.i,SRV-WEB-460,10.25.134.82,powershell_exec,high,EDR,compromised_account,INC-S-00135
2026-08-20 23:40:13,linda.v,LNX-APP-191,10.27.232.106,phishing_email,low,Email Gateway,benign,BENIGN-00686
2026-08-24 22:02:26,yusuf.s,LNX-APP-417,10.17.228.139,data_access,medium,DLP,benign,BENIGN-00203
2026-08-22 10:20:28,yusuf.z,SRV-FILE-803,10.27.214.146,phishing_email,low,Email Gateway,benign,BENIGN-00048
2026-08-06 08:15:04,mei.o,WIN10-430,10.4.95.198,login_anomaly,low,SIEM,benign,BENIGN-00279
2026-08-18 11:08:29,joseph.u,SRV-DB-714,10.18.232.176,phishing_email,high,Email Gateway,benign,BENIGN-00582
2026-08-29 21:21:47,jessica.r,WIN11-433,10.28.252.226,credential_dump,high,EDR,benign,BENIGN-00243
2026-08-22 21:44:57,jennifer.l,MACOS-686,10.0.127.192,powershell_exec,medium,EDR,phishing,INC-S-00032
2026-08-21 20:27:51,linda.o,WIN11-433,10.14.119.111,credential_dump,low,EDR,benign,BENIGN-00672
2026-08-05 21:44:19,barbara.g,LNX-APP-946,10.27.245.88,outbound_connection,high,Proxy,benign,BENIGN-00415
2026-08-24 09:23:06,karen.u,LNX-APP-411,10.3.89.123,credential_dump,high,EDR,benign,BENIGN-00371
2026-08-27 19:39:39,sofia.a,WIN10-430,10.0.30.169,data_access,low,DLP,benign,BENIGN-00618
2026-08-19 23:54:08,carlos.i,WIN10-430,10.10.234.53,outbound_connection,high,Proxy,insider,INC-S-00143
2026-08-16 03:33:41,karen.o,SRV-FILE-803,10.12.247.82,data_access,medium,SIEM,benign,BENIGN-00003
2026-08-29 00:43:34,elena.a,WIN10-052,10.28.44.158,outbound_connection,medium,Proxy,insider,INC-0007
2026-08-06 05:48:04,elena.m,LNX-APP-241,10.27.114.174,malware_detected,critical,EDR,benign,BENIGN-00467
2026-08-05 12:38:06,richard.i,SRV-FILE-803,78.172.165.77,phishing_email,medium,Email Gateway,phishing,INC-0001
2026-08-27 09:42:26,jessica.a,SRV-WEB-678,10.9.2.1,malware_detected,high,EDR,benign,BENIGN-00264
2026-08-28 13:41:56,john.s,WIN10-235,10.19.1.63,credential_dump,low,EDR,benign,BENIGN-00341
2026-08-08 19:45:51,yusuf.r,SRV-WEB-678,61.102.241.215,powershell_exec,low,EDR,benign,BENIGN-00526
2026-08-15 05:01:21,sofia.a,WIN11-433,10.1.172.21,powershell_exec,high,EDR,malware,INC-S-00029
2026-08-22 14:48:57,elena.m,WIN11-195,10.12.31.60,phishing_email,medium,Email Gateway,benign,BENIGN-00499
2026-08-19 15:47:02,sofia.b,WIN10-603,10.27.25.40,credential_dump,low,EDR,benign,BENIGN-00590
2026-08-20 04:48:16,john.y,LNX-APP-544,118.61.98.21,phishing_email,low,Email Gateway,phishing,INC-S-00057
2026-08-09 11:44:43,charles.i,SRV-WEB-460,10.22.200.163,powershell_exec,high,EDR,compromised_account,INC-S-00162
2026-08-19 17:36:04,mei.o,WIN10-766,10.12.167.97,malware_detected,medium,EDR,benign,BENIGN-00209
2026-08-10 10:23:20,mei.h,SRV-WEB-536,10.26.253.217,data_access,low,SIEM,benign,BENIGN-00082
